what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1420644480725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644493687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644500179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644501387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644502325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644516196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644517116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644523753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644529476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644684890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644690163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644913579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644931520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644968313
activated,editor,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.manifestEditor",1420644971603
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1420644971650
closed,editor,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.manifestEditor",1420644971650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644975116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644977090
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1420644977090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1420644977090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420644984190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645003798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645006427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645200179
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420645203642
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1420645203939
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1420645204064
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420645204110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645206482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645224172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645226546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645228970
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1420645229035
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420645229113
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1420645230376
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420645230408
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1420645232170
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420645232186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645239605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645244494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645251860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645311440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645313569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645355448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420645523175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420650342473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420650344626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420650345640
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420650346092
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1420650347251
