what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420799828310
closed,editor,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.manifestEditor",1420799828310
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1420799829600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420799831318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420799834348
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1420799834355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1420799834356
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420799835480
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420799838307
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420799838307
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1420799840184
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1420799842021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420799842287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420799842425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420799845417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420799851636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1420799851654
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1420799851654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420799857412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420799878427
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1420799878435
opened,editor,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.manifestEditor",1420799879007
